ward_off_by_earnest_prayer	deprecor
not_long_ago	dudum
dark	opacus
shady	opacus
footstep	passus
pace	passus
lion	leo
hide	pellis
skin	pellis
cover	insterno
spread_over	insterno
wash_away	abluo
handle_or_touch	attrecto
walk_or_go_apart	digredior
branch_of_cypress	cupressus
the_cypress	cupressus
old	vetustus
mound	tumulus
turn_towards	adverto
track	vestigium
trace	vestigium
wherever	quocumque
whithersoever	quocumque
whatever_place	quocumque

load	gravo
burden	gravo
yield	cedo
now	iamiam
already	iamiam
smoke	fumo
sulphur	sulphur
path_crossing_the_border	limes
border	limes
of_mount_ida	idaeus
star	stella
the_left_part	laevum
strengthen	firmo
deserve	mereor
earn	mereor
prayer	prex
put_out	restinguo
agitated	trepido
innocent	innoxius
harmless	innoxius
touch	tactus
touching	tactus
peak	apex
the_point_of_anything	apex
unexpected	subitus
having_come_up_suddenly	subitus
fill_up	repleo
cry_out	vociferor
raise_the_voice	vociferor
protect	tutor
beyond	extra
outside	extra
pass_through	inserto
put_or_thrust_into	inserto
unavenged	inultus
today	hodie
never	numquam
cut_pieces	obtrunco
cut_down	obtrunco
lop_off	obtrunco
remain_fixed	persto
continue_standing	persto
linger	demoror
sacrifice	iactura
loss	iactura
discover	invenio
find	invenio
solid	solidus
firm	solidus
dense	solidus
complete	integer
fresh	integer
untouched	integer
banishment	exilium
exile	exilium
bring_forward	produco
deny	abnego
descend	descendo

send_forth_sigh_or_groan	congemo
groan_deeply	congemo
for_the_last_time	supremum
sway_and_fro	nuto
nod	nuto
distract	concutio
disturb	concutio
terrify	concutio
strike	concutio
beat	concutio
shake	concutio
continuously	usque
with_striving_or_contention	certatim
cut_into	accido
mountain_ash	ornus
neptunian	neptunius
pertaining_neptune	neptunius
last	imus
deepest	imus
thick	spissus
dense	spissus
close	spissus
stir_up	suscito
gorgo	gorgo
effulgent	effulgo
shine_forth_or_brightly	effulgo

sit_or_seated_on	insideo
scaea	scaea
shake	quatio
smoke	fumus
rise_in_waves	undo
dark	caligo
impair	hebeto
make_dull	hebeto
make_blunt	hebeto
draw_over	obduco
draw_or_lead_towards	obduco
inclemency	inclementia
unkindness	inclementia
blame_censure	culpo
lacaena	lacaena
whither_where	quonam
put_inmotion	excito
arouse	excito
stir_up	excito
restrain	contineo
contain	contineo
god	caelicola
an_inhabitant_of_heaven	caelicola
confess	confiteor
pure	purus
satisfy_sate	satio
avenging	ultrix
praise	laudo
extinguish	exstinguo
victory	victoria
memorable	memorabilis
although	etsi
sweat	sudo
fall	occido
set	occido
go_down	occido
marriage	coniugium
joining_together	coniugium
triumph	triumphus
bring_forth	pario
sparta	sparta
certainly	scilicet
avenge	ulciscor

begin_burn	exardesco
secret	invisus
unseen	invisus
general	communis
common	communis
fear_beforehand	praemetuo
helen	tyndaris
daughter_of_tyndarus	tyndaris
jump	saltus
look_back	respicio
creus	creusa
breathe_out	exhalo
of_equal_age	aequaevus
stand_around	circumsto
the_stem	truncus
sovereign	regnator
one_who_reigns	regnator
slip_forward	prolabor
departure	exitus
hilt	capulus
the_handle	capulus
slip	lapso
fall_down	lapso
recount	narro
report	narro
tell	narro
degenerate	degener
news	nuntius
messenger	nuntius
the_boss_of_shield	umbo
noisy	raucus
harsh_sounding	raucus
unite_collect	conicio
throw_together	conicio
stroke	ictus
blow	ictus
peaceful	imbellis
unwarlike	imbellis
send_back	remitto
grave	sepulcrum
tomb	sepulcrum
blush	erubesco
grow_red	erubesco
plant	sero
ought	debeo
owe	debeo
care_for	curo
outrage	ausum
daring_deed	ausum
exclaim	exclamo
keep_away_from	abstineo
hold_back	abstineo
fall_down	concido
aggressive	infestus
hostile	infestus
empty	vacuus
portico	porticus
colonnade	porticus
covered_walk	porticus
polites	polites
aged	longaevus
speak	effor
speak_forth	effor
need	egeo
want	egeo
that	iste
protector	defensor
defender	defensor
youthful	iuvenalis
crowded	condensus
thick	condensus
dove	columba
pigeon	columba
high_altar	altaria
the_upper_part_of_an_altar	altaria
laurel	laurus
close	iuxta
near	iuxta
sky	axis
axle	axis
unserviceable	inutilis
useless	inutilis
aged	senex
old	senex
revolt_from	deficio
fail	deficio
barbaric	barbaricus
foreign	barbaricus
bedchamber	thalamus
marriage_bed	thalamus
consecrate	sacro
daughter_in_law	nurus
hecuba	hecuba
brothel	stabulum
inn	stabulum
stable	stabulum
overcome	evinco
conquer_completely	evinco
torrent	amnis
river	amnis
send_in	immitto
slaughter	trucido
entryway	aditus
an_approach	aditus
throw_off	emoveo
move_off_or_away	emoveo
door	ianua
ram	aries
worth	valeo
strong	valeo
support	suffero
frightened	pavidus
scared	pavidus
howl	ululo
feminine	femineus
shrine	aedes
building	aedes
lamentation	plangor
lamentation_by_beating_the_breast	plangor
window	fenestra
strong	firmus
firm	firmus
furnished_with_copper_or_bronze	aeratus
pluck	vello
break	perrumpo
an_ax	bipennis
of_scyros	scyrius
automedon	automedon
an_armor_bearer	armiger
charioteer	agitator
one_who_drives	agitator
periphas	periphas
three_forked	trisulcus
three_furrowed	trisulcus
roll_up	convolvo
roll_together	convolvo
slippery	lubricus
smooth	lubricus
bring	nitidus
shining	nitidus
winter	bruma
the_winter_solstice	bruma
cold	frigidus
cool	frigidus
herb	gramen
plant	gramen
grass	gramen
snake	coluber
pyrrhus	pyrrhus
entrance	vestibulum
floor	tabulatum
planking	tabulatum
joint	iunctura
joining	iunctura
give_way	labo
greek	achaicus
achaean	achaicus
of_achaia	achaicus
void	irritus
invalid	irritus
evade	evado
go_out	evado
astyanax	astyanax
grandfather	avus
father_in_law	socer
unattended	incomitatus
wife_of_hector	andromache
andromache	andromache
use	usus
free	pervius
unobstructed	pervius
perform	instauro
build	instauro
throw	devolvo
roll_down	devolvo
the_end	ultima
tower	turris
grasp	prenso
protect	protego
conceal	protego
cover	protego
the_left_hand	sinistra
door	postis
doorjamb	postis
scaling_ladder	scalae
ladder	scalae
wall	paries
wild	indomitus
untamed	indomitus
nowhere	nusquam
at_once	protinus
age	aevum
lifetime	aevum
eternity	aevum
pelias	pelias
iphitus	iphitus
succession	vicis
change	vicis
turn	vicis
shun	vito
avoid	vito
my_kindred	mei
foreign	exter
outward	exter
ashes	cinis
bandage	infula
transfix	configo
fasten_together_or_firmly	configo
right	aequum
that_which_is_even	aequum
observant	servans
fall_prostrate	procumbo
sink_down	procumbo
fall_forwards	procumbo
powerful_in_arms	armipotens
peneleus	peneleus
immediately	ilicet
mark	signo
disagreeing	discors
sound	sonus
lie	mentior
drive	agito
foundation	fundus
nereus	nereus
frothy	spumeus
foamy	spumeus
make_shrill_noise	strido
strike_together_violently	confligo
army	exercitus
our_friends	nostri
rush_upon	incurro
run_inor_against	incurro
attain	consequor
overtake	consequor
perish	pereo
lay_hands_on	inicio
throw	inicio
madden	furio
specter	species
image	species
appearance	species
tender	tener
of_priam	priameius
believe	fido
trust	fido
unwilling	invitus
back	rursus
ugly	turpis
orcus	orcus
join	consero
tie_together	consero

mingle_with	immisceo
arm	armo
equip	armo
fit_one_thing_another	accommodo
hairy	comans
decoration	insigne
medal	insigne
on_the_right_side	dexter
right	dexter
exult	exsulto
ecstatic	exsulto
good_fortune	successus
going_up	successus
fear	formido
dense	densus
thick	densus
rush_in	inruo
the_contrary	secus
not_so	secus
differently	secus
otherwise	secus
dark_blue	caerulus
agitated	trepidus
press/lean_upon	nitor
thorn	sentis
restrain	reprimo
glide	delabor
response	responsum
an_answer	responsum
sloth	segnities
_late	serus
hurry	festino
allied	socius
androgeos	androgeos
the_heart	praecordia
the_vital_parts	praecordia
the_diaphragm_or_midriff	praecordia
superstitious	religiosus
reverent	religiosus
here_and_there	passim
lazy	iners
unskilled	iners
explain	explico
untangle	explico
destruction	clades
hover_round	circumvolo
fly_around_or_surround_in_flying	circumvolo
go	vado
dry	siccus
mouth	faux
young_animal	catulus
belly	venter
stomach	venter
plunderer	raptor
just_as	ceu
as	ceu
wolf	lupus
craving	cupido
desire	cupido
crowded_together	confertus
rule	praeceptum
precept	praeceptum
the_betrothed	sponsa
one_promised_as_bride	sponsa
son_in_law	gener
insane	insanus
mygdonides	mygdonides
coroebus	coroebus
young	iuvenis
youthful	iuvenis
gather	agglomero
dymas	dymas
hypanis	hypanis
epytus	epytus
ripheus	ripheus
murmuring	fremitus
erinys	erinys
battle	proelium
sharp_point_or_edge	mucro
narrow	angustus
blockade	obsideo
as_many_as	quot
how_many	quot
with_double_doors	bipatens
leap_upon	insulto
armed_men	armati
difficult	arduus
steep	arduus
fierce	ferus
wild	ferus
that_can_not_averted_by_struggling	ineluctabilis
snatch	prehendo
grasp	prehendo
lay_hold_of	prehendo
othryades	othryades
panthus	panthus
die	morior
method	ratio
insane	amens
mad	amens
trumpet	tuba
braying	clangor
clashing_sound	clangor
proceed	exorior
rise_up	exorior
shine_back_or_again	reluceo
pertaining_sigeum	sigeus
ucalegon	ucalegon
vulcan	vulcanus
deiphobus	deiphobus
open_view	patesco
begin_open	patesco
manifest	manifestus
clear	manifestus
headlong	praeceps
ox	bos
grain	sata
things_sown_or_planted	sata
torrent	torrens
rushing_stream	torrens
pertaining_the_mountains	montanus
fall_in/on	incido
standing_corn	seges
field_of_grain	seges
climbing_or_ascending	ascensus

roughening_or_bristling	horror
advance_furiously	ingruo
rush_into	ingruo
grow_loud	claresco
become_clear_the_ear_or_eye	claresco
withdraw	recedo
cover_up_or_over	obtego
secret	secretus
hidden	secretus
separated	secretus
innermost	penetralis
wander_through_or_over	pererro
approve	commendo
recommend	commendo
entrust	commendo
top	culmen
nothing	nihil
calm	serenus
serene	serenus
unworthy	indignus
expect	exspecto
wait_for	exspecto
dardania	dardania
explain	expromo
bring_forth	expromo
cry	fleo
stiffen	concresco
grow_thick	concresco
grow_together	concresco
beard	barba
rough	squaleo
garment	exuviae
that_which_has_been_taken_off	exuviae
go_back	redeo
how_much	quantum
woe_alas	ei
puff_up	tumeo
swell	tumeo
car	bigae
car_or_chariot_drawn_by_two_horses	bigae
team_of_two_horses	bigae
weeping	fletus
creep	serpo
sleepless	vigil
on_watch	vigil
bury	sepelio
go_in	invado
epeius	epeos
constructor	fabricator
menelaus	menelaus
machaon	machaon
neoptolemus	neoptolemus
pelides	pelides
thoas	thoas
acamas	acamas
sthenelus	sthenelus
thessandrus	thessandrus
take	promo
reveal	patefacio
spread_out	laxo
pine_growing	pineus
of_pine	pineus
uneven	iniquus
ward_off	defendo
defend	defendo
battalion	phalanx
body_of_troops_in_compact_array	phalanx
sound	sopor
sleep	sopor
cast_upon	involvo
roll_on_or_in	involvo
leaf	frons
cover	velo
festive	festus
sacred	festus
farthest	ulterior
farther	ulterior
command	iussus
order	iussus
cassandra	cassandra
set_up	sisto
forgetful	immemor
unmindful	immemor
halt	subsisto
stand_after	subsisto
fall	illabor
glide	illabor
line	funis
rope	funis
girl	puella
climb	scando
strain	intendo
stretch	intendo
made_of_tow_or_flax	stuppeus
shout	conclamo
turn_or_hurl_toward	intorqueo
criminal	sceleratus
serve_as_soldier	mereo
deserve	mereo
earn	mereo

weigh_out	expendo
trembling	pavor
fear	pavor
penetrate	insinuo
embosom	insinuo
shake	tremefacio
cause_tremble_or_quake	tremefacio
round_shield	clipeus
_pallas_or_minerva	tritonis
of_lake_triton	tritonis
escape	effugio
flee	effugio
dragon_or_fabulous_kind_of_serpent	draco
shrine	delubrum
the_place_for_sacrificial_cleansings	delubrum
gliding	lapsus
slipping	lapsus
axe	securis
drunk	saucius
afflicted	saucius
wounded	saucius
bellowing	mugitus
lowing	mugitus
dreadful	horrendus
shuddered_at	horrendus
putrid	sanies
wash	perfundo
pour_over_or_along	perfundo
tear_in_pieces	divello
tear_asunder	divello
scaly	squameus
bind	ligo
tie	ligo
fold	spira
consume	depascor
embrace	amplector
snake	serpens
creeping_thing	serpens
2	duo
without_blood	exsanguis
sight	visus
run_away	diffugio
flee_apart	diffugio
shake	vibro
language	lingua
tongue	lingua
lick	lambo
hissing	sibilus
suffuse	sufficio
noise	sonitus
sounding	sonitus
roll	volumen
book	volumen
coil	sinuo
make_infold_or_folds	sinuo
after_	pone
behind	pone
the_rest	ceterus
the_other	ceterus
bloodshot	sanguineus
bloody	sanguineus
of_serpent	iuba
the_mane_of_horse	iuba
snake	anguis
bristle	horresco
become_rough	horresco
still	tranquillus
calm	tranquillus
kill	macto
reward	macto
punish	macto
customary	sollemnis
not_looking_before	improvidus
throw_in_the_way	obiicio
dreadful	tremendus
trembled_at	tremendus
greatly	multo
by_much	multo
10th	decem
10	decem
dominate	domo
subdue	domo
larissaean	larisaeus
of_lariss	larisaeus
lie	periurium
false_oath	periurium
descendant	nepos
grandchild	nepos
greek	pelopeus
argive	pelopeus
pelopeian	pelopeus
of_pelops	pelopeus
rather	prius
to	prius
in_preference	prius
before	prius
preceding	prius
earlier	prius
violate	violo
form	texo
build_cunningly	texo
weave	texo
strength	robur
oak	robur
immense	immensus
divinely_forbidden	nefas
advise	moneo
warn	moneo
arrange	digero
separate	digero
measure_again	remetior
tear_down	exscindo
tear_out	exscindo
small_round_shield_or_buckler	parma
shine	emico
leap	emico
sweat	sudor
statue	simulacrum
likeness	simulacrum
monster	monstrum
omen	monstrum
an_epithet_of_pallas	tritonius
tritonian	tritonius
slip_or_glide_beneath	sublabor
backwards	retro
of_virgin	virgineus
maidenly	virgineus
effigy	effigies
image	effigies
portrait	effigies
holy	sacer
an_image_of_pallas	palladium
palladium	palladium
pluck	avello
approach	adgredior
fatal	fatalis
fated	fatalis
contriver	inventor
finder	inventor
promise	promissum
cover	tego
hate	odi
untie	resolvo
sword	ensis
testify	testor
inviolable	violabilis
violable	violabilis
scruple	religio
rite	religio
founder	auctor
ask	rogo
set_forth	edissero
state	edissero
forget	obliviscor
so	ita
in_this_way	ita

long_sleeve	manicae
sleeve_reaching_the_hand	manicae
something_connected_with_the_hand	manicae
feel_pity	miseresco
pity	misereor
chaste	intemeratus
undefiled	intemeratus
truth	verum
that_which_is_true	verum
because	quod
atone_for	pio
blame	culpa
fault	culpa

fleeing_away	effugium
ask_again	reposco
perchance	fors
haply	fors
wish_exceedingly	exopto
choose_out	exopto
lurk	delitesco
hide	delitesco
water_grass	ulva
reservoir	lacus
lake	lacus
miry	limosus
full_of_mud	limosus
death	letum
ribbon	vitta
temple	tempus
the_side_of_the_forehead	tempus
witty	salsus
salted	salsus
_rite	sacrum
holy_thing	sacrum
ruin	exitium
destruction	exitium
every	quisque
each	quisque
and	adsentio
intend	destino
determine	destino
break	rumpo
compact	compositum
an_agreement	compositum
place_opposite	oppono
refuse	recuso
covered	tectus
5_each	quini
that_which_is_come	venturum

demand	flagito
draw	protraho
confusion	tumultus
poet	vates
apollo	apollo
tremor	tremor
quaking	tremor
trembling	tremor
icy	gelidus
cold	gelidus
atone	lito
sacrifice_auspiciously	lito
cut	caedo
strike	caedo
kill	caedo
carry_back	reporto
the_inaccessible	adytum
prophecy	oraculum
oracle	oraculum
eurypylus	eurypylus
of_maple	acernus
construct	contexo
weave_together	contexo
hinder	intercludo
close_the_way	intercludo
depart	discedo
go_away	discedo
desire	cupio
feigned	fictus
tremble	pavito
much_agitated	pavito
follow	prosequor
inquire	scitor
ascertain	scitor
seek_know	scitor
ithacan	ithacus
of_ithaca	ithacus
consume	sumo
take_up	sumo
enough	satis
roll_back	revolvo
unpleasant	ingratus
in_vain	nequiquam
moreover	autem
however	autem
calchas	calchas
rest	requiesco
falling	labes
punisher	ultor
avenger	ultor
go_back	remeo
ever	umquam
raving	demens
mad	demens
silent	taceo
darkness	tenebrae
life	vita
concede	concedo
allow	concedo
withdraw	concedo
deceitful	pellax
leading_error	pellax
jealousy	invidia
envy	invidia
assembly	concilium
union	concilium
flourish	vigeo
uninjured	incolumis
humble	pauper
poor	pauper
related	propinquus
near	propinquus
kinship	consanguinitas
companion	comes
grieve	lugeo
mourn	lugeo
futile	cassus
void	cassus
murder	nex
killing	nex
because	quia
evidence	indicium
information	indicium
innocent	insons
of_the_sea	pelagius
abandonment	proditio
betrayal	proditio
glory	gloria
renown	gloria
glorious	inclutus
famous	inclutus
palamedes	palamedes
belides	belides
arrive_at	pervenio
reach	pervenio
bad	improbus
deceitful	mendax
false	mendax
invent	fingo
shape	fingo
sinon	sinon
refuse	nego
deny	nego
admit	fateor
confess	fateor
increase	cresco
grow	cresco
attack	impetus
compress	comprimo
angry	infensus
hostile	infensus
in_the_presence_of	apud
near	apud
finally	denique
alas_oh	heu
survey	circumspicio
cast_glance_round_upon	circumspicio
look_around	circumspicio
accusation	crimen
verdict	crimen


play_upon	inludo
look_at	viso
from_all_sides	undique
each_of_two	uterque
bold	fidens
trusting	fidens
voluntarily	ultro
beyond	ultro
furthermore	ultro
shepherd	pastor
bind_back	revincio
behold	ecce
defile	foedo
greek	argolicus
argolic	argolicus
of_argolis	argolicus
on_the_left_side	laevus
left	laevus
resound	insono
sound_within	insono

cause_resound	recutio
strike_back	recutio
turn_round_entirely	contorqueo
the_abdomen	alvus
curved	curvus
wild_animal	ferus
look_inor_overlook	inspicio
machine	machina
construct	fabrico
conceal	occulto
hide	occulto
firewood	lignum
without	careo
think	puto
citizen	civis
madness	insania
run_down	decurro
laocoon	laocoon
then	ibi
there	ibi
uncertain	incertus
concealment	latebra
hiding_place	latebra
pierce	terebro
bore_through	terebro
put_up_for_auction	subicio
throw_under	subicio
suspicious	suspectus
urge	hortor
within	intra
thymoetes	thymoetes
minerva	minerva
fatal	exitialis
destructive	exitialis
not_veiled	innuptus
abandon	relinquo
abandon	desero
leave	desero
doricus	doricus
teucria	teucria
think	reor
abandoned	desertus
desolate	desertus

carry_forward_or_forth	proveho
ship	carina
keel	carina
badly	male
standing	statio
tenedos	tenedos
fill_up	compleo
armed	armatus
the_womb	uterus
cavern	caverna
hollow	caverna
enclose	includo
stealthily	furtim
obtain	sortior
cast_lots	sortior
choose	deligo
choose_from	deligo
wander_about	vagor
revenue	reditus
return	reditus
fir_tree	abies
work_in	intexo
weave_inor_in	intexo
establish	aedifico
erect	aedifico
build	aedifico

just_like	instar
the_equivalent	instar
drive_back	repello
run_away	refugio
flee_back	refugio
grief	luctus
mourning	luctus
dread	horreo
although	quamquam
throw_down	praecipito
damp	umidus
moist	umidus
ulysses	ulixes
soldier	miles
dolopes	dolopes
myrmidones	myrmidones
dig_up	eruo
unearth	eruo
cast_out_or_up	eruo
deplorable	lamentabilis
renew	renovo
refresh	renovo
restore	renovo
earnestly_attentive	intentus
still	conticesco
become_still	conticesco
error	error
wandering	error
ambush	insidiae
no_indeed	immo
diomedes	diomedes
aurora	aurora
dawn	aurora
ask_frequently	rogito
clapping	plausus
beating	plausus
repeat	ingemino
stand_in_the_way	obsto
stand_before	obsto
slow	tardus
_winter	hibernus
color	tingo
dye	tingo
moisten	tingo
wet	tingo
hasten	propero
only	tantum
an_ox_as_the_breaker_of_the_sod_in_plowing	trio
the_hyades	hyades
bringing_rain	pluvius
rainy	pluvius
arcturus	arcturus
an_animal	pecus
one_animal_of_flock_or_herd	pecus
moon	luna
atlas	atlans
gild	auro
sing	persono
sound_loudly	persono
iopas	iopas
long_haired	crinitus
the_cithara	cithara
elder	procer
chief	procer
aristocrat	procer
nobleman	procer
wash_forth_or_out	proluo
swallow	haurio
drink	haurio
drain	haurio
not_inactive	impiger
not_sluggish	impiger
make_great_noise	increpito
bitias	bitias
touch	attingo
as_far_as	tenus
favor	faveo
celebrate	celebro
frequent	celebro
giver	dator
host	hospes
stranger	hospes
guest	hospes
silence	silentium
accustomed	soleo
saucer_shaped_dish	patera
wine_unmixed_with_water	merum
wine	merum
pertaining_rope_or_cord	funalis
paneled_or_fretted_ceiling	laquear
ceiling_with_hollows_or_panels	laquear
lamp	lychnus
hang	dependeo
hang_down	dependeo
court	atrium
atrium	atrium
become	fio
surround	corono
crown	corono
large_mixing_bowl	crater

become_unaccustomed	desuesco
seated	reses
some_time_before_or_since	iampridem
try	tento
begin	incipio
cause_wane_or_waste	aboleo
abolish	aboleo
gradually	paulatim
pertaining_venus	acidalius
acidalian	acidalius
sink	insido
unaware	inscius
not_knowing	inscius
sometimes	interdum
embrace	complexus

begin_burn	ardesco
unable	nequeo
dedicate	devoveo
plague	pestis
paint	pingo
word	verbum
burn	flagro
embroidered	pictus
swelling	torum
cushion	torum
couch	torum
bed	torum
often	frequens
and_in_fact	necnon
and_yet	necnon
and_also	necnon
drinking_cup	poculum
servant	minister
attendant	minister
like	pār
equal	pār
just_as_many	totidem
cause_increase	adoleo
construct	struo
victuals	penus
provision	penus
store_of_food	penus
maidservant	famula
female_house_slave	famula
50th	quinquaginta
50	quinquaginta
shaggy_hair	villus
handcloth	mantele
finish	tondeo
shear	tondeo
baskets	canistra
basket	canistra
water	lympha
clear_spring_water	lympha
house_slave	famulus
recline_at_table	discumbo
recline_separately	discumbo
couch	sponda
the_frame_of_bedstead_or_couch	sponda
curtain	aulaeum
embrace	complector
breathe_or_upon	aspiro
flower	flos
marjoram	amaracus
gentle	mollis
yielding	mollis
idalia	idalia

water	inrigo
rest	quies
sleep	quies
glad	gaudeo
strip	exuo
take_off	exuo
poison	venenum
inspire	inspiro
breathe_into	inspiro
secret	occultus
hidden	occultus
an_embrace	amplexus
lyaeus	lyaeus
wine	latex
liquor	latex
liquid	latex
bosom	gremium
lap	gremium
clothe	induo
put_on	induo
deceive	fallo
generous	amplus
ample	amplus
large	amplus
spacious	amplus
come_mind	occurro
run_meet	occurro
put_back	recondo
holy	sacratus
idalium	idalium
cyther	cythera
lull_sleep	sopio
put_sleep	sopio
summons	accitus
rehearse	meditor
think	meditor
for_which_reason	quocirca
cease	cesso
pertaining_juno	iunonius
fear	vereor
delay	moror
pleasant	blandus
flattering	blandus
phoenissus	phoenissus
know	nosco
learn	nosco
bitter	acerbus
flee	confugio
typhoian	typhoeus
pertaining_the_giant_typhoeus	typhoeus
power	potentia
address	adfor
speak_to	adfor
winged	aliger
wing_bearing	aliger
therefore	ergo
come_back	recurso
rush_back	recurso
cruel	atrox
terrible	atrox
burn	uro
double_tongued	bilinguis
doubtful	ambiguus
uncertain	ambiguus
fear	timeo
involve	implico
fold_in	implico
bone	os
burn	incendo
set_fire_to	incendo
cupid	cupido
change	muto
face	facies
appearance	facies
keep_turning	verso
crown	corona
garland	corona
gem	gemma
jewel	gemma
studded_with_pearls	bacatus
necklace	monile
neck	collum
ilione_or_iliona	ilione
leda	leda
carry_out_or_away	effero
marriage	hymenaeus
not_allowed	inconcessus
helen	helena
an_equipping	ornatus
the_plant_bear's_foot	acanthus
garment	velamen
covering	velamen
saffron_colored	croceus
of_saffron	croceus
woven_round	circumtextus
stiffen	rigeo
stiff	rigeo
cloak	palla
send_ahead	praemitto
chain_of_things	series
carve	caelo
cut_in_relief	caelo
purple_dye	ostrum
the_purple_fluid_of_the_murex	ostrum
work	laboro
talent	ars
skill	ars
feast	convivium
banquet	convivium
arrange	instruo
furnish	instruo
build_upon	instruo
excess	luxus
splendid	splendidus
brilliant	splendidus
clear	splendidus
shining	splendidus
kingly	regalis
regal	regalis
public_show	munus
duty	munus
gift	munus
lamb	agnus
pig	sus
bull	taurus
20th	viginti
20	viginti
too_little	parum
announce	indico
proclaim	indico
learn	disco
come_mind	succurro
finally	demum
follow	succedo
come_on_let's_go	age
therefore	quare
why	quare
family_tree	stirps
stalk	stirps
stem	stirps
born	orior
rise	orior
greek	pelasgus
pelasgian	pelasgus
inquire	cognosco
understand	cognosco
learn	cognosco
cyprus	cyprus
fertile	opimus
rich	opimus
belus	belus
paternal	patrius
expel	expello
drive_out	expello
propel	expello
sidon	sidon
anchises	anchises
place_to/near	applico
apply_to	applico
danger	periculum
speak	loquor
sight	aspectus
serestus	serestus
the_left_hand	laeva
always	semper
run	curro
river	fluvius
right	rectum
conscious	conscius
anywhere	usquam
look_round	respecto
scatter	spargo
everywhere	ubique
worthy	dignus
pay	persolvo
free_one's_self_from_obligation	persolvo
set_free	persolvo
loosen_completely	persolvo
thanks	grates
share	socio
make_one_socius	socio
in_want	egenus
needy	egenus
exhaust	exhaurio
drain	exhaurio
feel_or_show_pity	miseror
only	solus
alone	solus
unforeseen	improvisus
stone	lapis
of_paros	parius
yellow	flavus
golden	flavus
ivory	ebur
breathe_upon	adflo
blow_upon	adflo
youth	iuventa
mother	genetrix
she_who_brings_forth	genetrix
the_hair_of_the_head	caesaries
handsome	decorus
suitable	decorus
fitting	decorus
oppose	resisto
stand_still	resisto
clean	purgo
suddenly	repente
the_other	ceterus
answer	respondeo
absent	absum
away	absum
address	compello
burst_out	erumpo
break_out	erumpo
now_for_long_time	iamdudum
expel	eicio
throw_out	eicio
present	adsum
drive	compello
introduces_an_optative_subjunctive	utinam
of_or_belonging_troy	tros
trojan	tros
set_up	statuo
settle	consido
sit_down	consido
alike	pariter
send_away	dimitto
eryx	eryx
such_an_extent	adeo
such_point	adeo
so	adeo
enfeebled	obtusus
fire	incendium
courage	virtus
manliness	virtus
not_know	nescio
look_at	tueor
guardian	custos
newness	novitas
harsh	durus
hard	durus
shut_apart	secludo
speak	profor
say	profor
speak_out	profor
dardanides	dardanides
carry_or_convey_to	adveho
at_any_rate	saltem
at_least	saltem
sicania	sicania
channel	fretum
straight	fretum
resist	resto
consume	absumo
reduce	absumo
but_if	sin

draw_(from_scabbard	stringo
bind_fast	stringo
draw_tight	stringo
join	apto
fit_together	apto
prepare	apto
adapt_to	apto
take_away	subduco
remove	subduco
raise	subduco
draw_up	subduco
_although	licet
it_is_permitted	licet
shake_violently	quasso
cause_repent	paenitet
make_sorry	paenitet
compete	certo
fight	certo
duty	officium
service	officium
lie	occubo
still	adhuc
this_point	adhuc
thus_far	adhuc
feed_on	vescor
eat	vescor
other_of_two	alter
unutterable	nefandus
not_spoken	nefandus
lawful	fandus
proper	fandus
speakable	fandus
despise	temno
human	humanus
cause	cieo
permit	permitto
savage	barbarus
barbarous	barbarus
foreign	barbarus
so	tam
swim_up_to	anno
_small	paucus
_few	paucus
trackless	invius
without_way	invius
the_open_sea	salum
the_tossing_or_heaving_swell_of_the_sea	salum
insolent	procax
bold	procax
orion	orion
rainy	nimbosus
stormy	nimbosus
rise	adsurgo
rise_up	adsurgo
small	parvus
of_oenotria	oenotrius
soil	glaeba
clod	glaeba
lump_of_earth	glaeba
udder	uber
hesperia	hesperia
pride	superbia
plunder	populo
prevent	prohibeo
righteousness	iustitia
begin	coepi
troops	copia
abundance	copia
publicly	coram
openly	coram
_personally	coram
enter	introgredior
go_within	introgredior
pardon	venia
plead	oro
pray	oro
relinquish	linquo
leave	linquo
surround	amicio
clothe	amicio
cover	amicio
watch	speculor
dissemble	dissimulo
conceal	dissimulo
unperceived	incognitus
unnoticed	incognitus
unknown	incognitus
join_together	coniungo
happiness	laetitia
joy	laetitia
kill	percutio
strike	percutio
astonished	obstipesco
become_stupefied	obstipesco
bear_away	aveho
carry_off	aveho
separate	dispello
drive_away	dispello
sergestus	sergestus
crowd	concursus
concourse	concursus
fair	iustus
just	iustus
law	lex
shrink	resido
sink_down	resido
sit_down	resido
elated_by_	subnixus
relying_on	subnixus
seat	solium
vaulted_roof	testudo
tortoise	testudo
joy	gaudium
test	pertempto
handle_completely	pertempto
silent	tacitus
latona	latona
rise_above	superemineo
oreas	oreas
form_inball	glomero
company_of_singers_or_dancers	chorus
dance	chorus
dance_in_circle	chorus
dian	diana
cynthus	cynthus
chain_of_hills	iugum
ridge	iugum
yoke	iugum
bank	ripa
eurotas_river	eurotas
crowd	caterva
band	caterva
look	obtutus
looking_at	obtutus
bewildered	stupeo
amazed_or_dazed	stupeo
wonderful	mirandus
wondered_at	mirandus
trojan	dardanus
dardanian	dardanus
assemble	concurro

female_warrior	bellatrix
momma	mamma
the_breast	mamma
girdle	cingulum
expose	exsero
thrust_out	exsero
bind_under	subnecto
